"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","hourOfDay","weekNum","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs"
"May 9, 2018 10:00 PM",0,9,2,0,2,3,15.2,0,8,1,2,22,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,187,4.5,16.6,0.08,0.18,0.02
"May 10, 2018  6:00 PM",6,1,1,80,38,4,32.75,196.5,9,0,1,18,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 10, 2018  7:00 PM",4,1,2,51,32,4,32.75,131,9,0,1,19,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 10, 2018  8:00 PM",6,6,3,22,36,4,32.75,196.5,9,0,1,20,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 10, 2018  9:00 PM",9,5,2,0,25,4,32.75,294.75,9,0,1,21,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,187,4.5,16.6,0.08,0.18,0.02
"May 13, 2018  6:00 PM",19,4,2,63,20,0,21,399,3,4,29,18,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 13, 2018  7:00 PM",8,8,2,101,18,0,21,168,3,4,29,19,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 13, 2018  8:00 PM",5,4,3,100,35,0,21,105,3,4,29,20,6,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 13, 2018  9:00 PM",1,12,3,0,11,0,21,21,3,4,29,21,6,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 13, 2018 10:00 PM",0,1,0,0,0,0,21,0,3,4,29,22,6,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,187,4.5,16.6,0.08,0.18,0.02
"May 14, 2018  6:00 PM",32,9,3,39,14,1,13.25,424,4,3,28,18,6,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 14, 2018  7:00 PM",21,19,3,57,8,1,13.25,278.25,4,3,28,19,6,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 14, 2018  8:00 PM",11,11,3,67,19,1,13.25,145.75,4,3,28,20,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 14, 2018  9:00 PM",0,13,3,0,12,1,13.25,0,4,3,28,21,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 14, 2018 10:00 PM",0,3,0,0,0,1,13.25,0,4,3,28,22,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,187,4.5,16.6,0.08,0.18,0.02
"May 15, 2018  6:00 PM",35,9,3,62,18,2,17.5,612.5,5,2,27,18,6,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 15, 2018  7:00 PM",17,12,3,103,15,2,17.5,297.5,5,2,27,19,6,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 15, 2018  8:00 PM",9,13,3,103,26,2,17.5,157.5,5,2,27,20,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 15, 2018  9:00 PM",0,14,3,0,11,2,17.5,0,5,2,27,21,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 15, 2018 10:00 PM",0,4,0,0,0,2,17.5,0,5,2,27,22,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,187,4.5,16.6,0.08,0.18,0.02
"May 16, 2018  6:00 PM",34,17,4,24,12,3,10,340,6,1,26,18,7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 16, 2018  7:00 PM",26,18,4,30,10,3,10,260,6,1,26,19,7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 16, 2018  8:00 PM",17,9,3,66,12,3,10,170,6,1,26,20,7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 16, 2018  9:00 PM",0,11,3,0,13,3,10,0,6,1,26,21,7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 16, 2018 10:00 PM",0,6,2,0,3,3,10,0,6,1,26,22,7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,187,4.5,16.6,0.08,0.18,0.02
"May 17, 2018  6:00 PM",13,4,2,44,18,4,26,338,7,0,25,18,7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 17, 2018  7:00 PM",8,4,3,59,36,4,26,208,7,0,25,19,7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 17, 2018  8:00 PM",7,6,3,52,19,4,26,182,7,0,25,20,7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 17, 2018  9:00 PM",4,7,3,1064,31,4,26,104,7,0,25,21,7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 17, 2018 10:00 PM",0,4,1,0,0,4,26,0,7,0,25,22,7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,187,4.5,16.6,0.08,0.18,0.02
"May 20, 2018  6:00 PM",29,3,2,116,18,0,40,1160,3,4,22,18,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 20, 2018  7:00 PM",6,3,2,152,72,0,40,240,3,4,22,19,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 20, 2018  8:00 PM",0,5,2,0,30,0,40,0,3,4,22,20,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 20, 2018  9:00 PM",0,9,2,0,0,0,40,0,3,4,22,21,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 20, 2018 10:00 PM",0,4,1,0,0,0,40,0,3,4,22,22,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,187,4.5,16.6,0.08,0.18,0.02
"May 21, 2018  6:00 PM",37,11,4,67,14,1,11.5,425.5,4,3,21,18,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 21, 2018  7:00 PM",10,19,2,31,5,1,11.5,115,4,3,21,19,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 21, 2018  8:00 PM",15,12,4,26,12,1,11.5,172.5,4,3,21,20,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 21, 2018  9:00 PM",3,8,4,5,15,1,11.5,34.5,4,3,21,21,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,187,4.5,16.6,0.08,0.18,0.02
"May 22, 2018  6:00 PM",26,6,3,68,16,2,24,624,5,2,20,18,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 22, 2018  7:00 PM",13,6,3,87,23,2,24,312,5,2,20,19,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 22, 2018  8:00 PM",3,6,3,55,38,2,24,72,5,2,20,20,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 22, 2018  9:00 PM",0,8,3,0,19,2,24,0,5,2,20,21,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,187,4.5,16.6,0.08,0.18,0.02
"May 23, 2018  6:00 PM",29,9,4,40,16,3,13,377,6,1,19,18,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 23, 2018  7:00 PM",16,25,5,28,12,3,13,208,6,1,19,19,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 23, 2018  8:00 PM",13,14,4,1,9,3,13,169,6,1,19,20,8,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 23, 2018  9:00 PM",12,11,4,10,15,3,13,156,6,1,19,21,8,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 23, 2018 10:00 PM",0,3,0,0,0,3,13,0,6,1,19,22,8,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,187,4.5,16.6,0.08,0.18,0.02
"May 24, 2018  5:00 PM",5,0,0,17,0,4,15.2,76,7,0,18,17,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 24, 2018  6:00 PM",17,6,2,67,19,4,15.2,258.4,7,0,18,18,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 24, 2018  7:00 PM",3,6,3,69,16,4,15.2,45.6,7,0,18,19,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 24, 2018  8:00 PM",8,6,2,86,26,4,15.2,121.6,7,0,18,20,8,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 24, 2018  9:00 PM",1,6,2,0,3,4,15.2,15.2,7,0,18,21,8,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 24, 2018 10:00 PM",0,2,1,0,12,4,15.2,0,7,0,18,22,8,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,187,4.5,16.6,0.08,0.18,0.02
"May 28, 2018  6:00 PM",26,13,3,38,12,1,14.5,377,4,4,14,18,8,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 28, 2018  7:00 PM",11,9,2,46,15,1,14.5,159.5,4,4,14,19,8,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 28, 2018  8:00 PM",7,10,3,35,17,1,14.5,101.5,4,4,14,20,8,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 28, 2018  9:00 PM",4,9,3,17,14,1,14.5,58,4,4,14,21,8,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 28, 2018 10:00 PM",0,1,0,0,0,1,14.5,0,4,4,14,22,8,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 28, 2018 11:00 PM",0,1,1,0,0,1,14.5,0,4,4,14,23,8,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,187,4.5,16.6,0.08,0.18,0.02
"May 29, 2018  6:00 PM",33,10,3,86,21,2,17.4,574.2,5,3,13,18,8,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 29, 2018  7:00 PM",15,6,2,155,20,2,17.4,261,5,3,13,19,8,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 29, 2018  8:00 PM",1,12,3,175,8,2,17.4,17.4,5,3,13,20,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 29, 2018  9:00 PM",0,8,3,0,21,2,17.4,0,5,3,13,21,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 29, 2018 10:00 PM",0,6,1,0,17,2,17.4,0,5,3,13,22,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 29, 2018 11:00 PM",0,4,1,0,0,2,17.4,0,5,3,13,23,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,187,4.5,16.6,0.08,0.18,0.02
"May 30, 2018  5:00 PM",5,0,0,21,0,3,15.2,76,6,2,12,17,9,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 30, 2018  6:00 PM",28,11,4,50,17,3,15.2,425.6,6,2,12,18,9,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 30, 2018  7:00 PM",24,18,4,76,17,3,15.2,364.8,6,2,12,19,9,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 30, 2018  8:00 PM",14,14,3,89,15,3,15.2,212.8,6,2,12,20,9,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 30, 2018  9:00 PM",1,13,3,91,15,3,15.2,15.2,6,2,12,21,9,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 30, 2018 10:00 PM",0,7,2,0,12,3,15.2,0,6,2,12,22,9,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,187,4.5,16.6,0.08,0.18,0.02
"May 31, 2018  6:00 PM",35,0,2,138,128,4,38.8,1358,7,1,11,18,9,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 31, 2018  7:00 PM",11,4,2,0,23,4,38.8,426.8,7,1,11,19,9,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 31, 2018  8:00 PM",0,3,2,0,17,4,38.8,0,7,1,11,20,9,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 31, 2018  9:00 PM",0,3,2,0,21,4,38.8,0,7,1,11,21,9,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"May 31, 2018 10:00 PM",0,4,1,0,5,4,38.8,0,7,1,11,22,9,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,187,4.5,16.6,0.08,0.18,0.02
"Jun 3, 2018  6:00 PM",19,3,2,71,20,0,14.5,275.5,2,4,8,18,9,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,187,4.5,16.6,0.08,0.18,0.02
"Jun 3, 2018  7:00 PM",9,5,2,0,20,0,14.5,130.5,2,4,8,19,9,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"Jun 3, 2018  8:00 PM",1,5,1,0,15,0,14.5,14.5,2,4,8,20,9,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"Jun 3, 2018  9:00 PM",0,2,1,0,3,0,14.5,0,2,4,8,21,9,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,187,4.5,16.6,0.08,0.18,0.02
"Jun 4, 2018  6:00 PM",22,7,3,40,26,1,17.5,385,3,3,7,18,9,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,187,4.5,16.6,0.08,0.18,0.02
"Jun 4, 2018  7:00 PM",18,13,3,69,17,1,17.5,315,3,3,7,19,9,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"Jun 4, 2018  8:00 PM",15,16,3,60,13,1,17.5,262.5,3,3,7,20,9,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"Jun 4, 2018  9:00 PM",0,9,3,0,14,1,17.5,0,3,3,7,21,9,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"Jun 4, 2018 10:00 PM",0,5,1,0,0,1,17.5,0,3,3,7,22,9,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,187,4.5,16.6,0.08,0.18,0.02
"Jun 5, 2018  6:00 PM",34,3,3,132,19,2,22.5,765,4,2,6,18,9,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,187,4.5,16.6,0.08,0.18,0.02
"Jun 5, 2018  7:00 PM",7,4,4,0,27,2,22.5,157.5,4,2,6,19,9,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"Jun 5, 2018  8:00 PM",0,9,4,0,18,2,22.5,0,4,2,6,20,9,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"Jun 5, 2018  9:00 PM",0,8,2,0,26,2,22.5,0,4,2,6,21,9,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"Jun 5, 2018 10:00 PM",0,5,0,0,0,2,22.5,0,4,2,6,22,9,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,187,4.5,16.6,0.08,0.18,0.02
"Jun 6, 2018  5:00 PM",14,0,0,37,0,3,19.75,276.5,5,1,5,17,10,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,187,4.5,16.6,0.08,0.18,0.02
"Jun 6, 2018  6:00 PM",22,7,4,112,29,3,19.75,434.5,5,1,5,18,10,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"Jun 6, 2018  7:00 PM",11,9,4,90,19,3,19.75,217.25,5,1,5,19,10,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"Jun 6, 2018  8:00 PM",9,18,4,73,18,3,19.75,177.75,5,1,5,20,10,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"Jun 6, 2018  9:00 PM",0,12,3,0,13,3,19.75,0,5,1,5,21,10,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"Jun 6, 2018 10:00 PM",0,2,0,0,0,3,19.75,0,5,1,5,22,10,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,187,4.5,16.6,0.08,0.18,0.02
"Jun 7, 2018  6:00 PM",21,3,2,70,32,4,21,441,6,0,4,18,10,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,187,4.5,16.6,0.08,0.18,0.02
"Jun 7, 2018  7:00 PM",8,7,2,143,21,4,21,168,6,0,4,19,10,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"Jun 7, 2018  8:00 PM",0,4,1,0,20,4,21,0,6,0,4,20,10,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,187,4.5,16.6,0.08,0.18,0.02
"Jun 7, 2018  9:00 PM",0,2,1,0,11,4,21,0,6,0,4,21,10,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,187,4.5,16.6,0.08,0.18,0.02
